model,profession,true_gender,p_he,p_she,male_pronoun_share,logprob_original_avg,logprob_swapped_avg,swap_shift,swap_shift_abs
debiased,architect,0,8.4e-05,0.000102,0.4538,-2.6986,-2.6986,0.0,0.0
debiased,architect,0,0.000199,0.000226,0.4686,-2.5556,-2.5556,0.0,0.0
debiased,architect,1,0.041992,0.041992,0.5,-2.6759,-2.6621,-0.0138,0.0138
debiased,architect,0,0.742188,0.212891,0.7771,-2.4848,-2.5,0.0152,0.0152
debiased,accountant,0,6.2e-05,5.8e-05,0.5159,-3.3286,-3.3286,0.0,0.0
debiased,accountant,1,7.7e-05,0.000236,0.2458,-2.6667,-2.6905,0.0238,0.0238
debiased,accountant,1,2.1e-05,6.4e-05,0.2451,-2.6806,-2.6944,0.0139,0.0139
debiased,accountant,0,0.000112,0.000119,0.4835,-2.4574,-2.4574,0.0,0.0
debiased,accountant,0,0.292969,0.228516,0.5618,-3.1282,-3.1538,0.0256,0.0256
debiased,accountant,1,4.6e-05,8.2e-05,0.3557,-4.0328,-4.0984,0.0656,0.0656
debiased,accountant,0,0.332031,0.482422,0.4077,-2.7,-2.7,0.0,0.0
debiased,accountant,0,0.000406,0.000246,0.6228,-3.1429,-3.1571,0.0143,0.0143
debiased,accountant,1,0.271484,0.240234,0.5305,-2.7368,-2.75,0.0132,0.0132
debiased,accountant,0,0.000109,6.2e-05,0.6369,-3.6585,-3.6911,0.0325,0.0325
debiased,attorney,0,0.000433,0.000671,0.3921,-2.0161,-2.0161,0.0,0.0
debiased,attorney,0,3.6e-05,4.1e-05,0.4688,-1.6901,-1.6901,0.0,0.0
debiased,attorney,0,0.191406,0.149414,0.5616,-2.2524,-2.2621,0.0097,0.0097
debiased,attorney,1,6.9e-05,9.4e-05,0.4227,-2.8602,-2.8817,0.0215,0.0215
debiased,attorney,0,0.001312,0.001022,0.5621,-1.8712,-1.8712,0.0,0.0
debiased,attorney,1,9.5e-05,0.000147,0.3925,-1.7252,-1.7328,0.0076,0.0076
debiased,attorney,1,0.519531,0.458984,0.5309,-2.4516,-2.4355,-0.0161,0.0161
debiased,attorney,1,6.9e-05,0.000122,0.3625,-1.5846,-1.5846,0.0,0.0
debiased,attorney,1,0.511719,0.451172,0.5314,-2.2455,-2.2455,0.0,0.0
debiased,attorney,1,2.3e-05,7e-05,0.2445,-2.4787,-2.4787,0.0,0.0
debiased,physician,0,0.000177,0.000243,0.4218,-1.3618,-1.3618,0.0,0.0
debiased,physician,1,7e-06,9e-06,0.4223,-1.6149,-1.6284,0.0135,0.0135
debiased,physician,0,2.4e-05,4.5e-05,0.3484,-2.6395,-2.6939,0.0544,0.0544
debiased,physician,0,6.7e-05,4.9e-05,0.5779,-1.8649,-1.8919,0.027,0.027
debiased,physician,1,0.337891,0.298828,0.5307,-2.7286,-2.7,-0.0286,0.0286
debiased,physician,0,0.00824,0.00415,0.665,-1.958,-1.958,0.0,0.0
debiased,physician,0,4.3e-05,7.5e-05,0.3631,-2.8408,-2.9682,0.1274,0.1274
debiased,physician,0,0.115723,0.108887,0.5152,-3.7164,-3.7015,-0.0149,0.0149
debiased,physician,1,1.4e-05,1.9e-05,0.4222,-1.7664,-1.757,-0.0093,0.0093
debiased,physician,0,3.5e-05,5.1e-05,0.4077,-2.3824,-2.3971,0.0147,0.0147
debiased,photographer,1,0.088867,0.101074,0.4679,-2.3366,-2.3465,0.0099,0.0099
debiased,photographer,0,0.000134,0.000209,0.3917,-3.0962,-3.0962,0.0,0.0
debiased,photographer,0,0.3125,0.189453,0.6226,-4.7632,-4.7632,0.0,0.0
debiased,photographer,0,0.000182,0.000207,0.4681,-2.8023,-2.8372,0.0349,0.0349
debiased,photographer,0,0.000105,9.9e-05,0.5152,-3.0,-3.0,0.0,0.0
debiased,photographer,0,0.114258,0.069336,0.6223,-2.2179,-2.2436,0.0256,0.0256
debiased,photographer,0,0.318359,0.318359,0.5,-2.9286,-2.9464,0.0179,0.0179
debiased,photographer,1,0.451172,0.398438,0.531,-2.2561,-2.2561,0.0,0.0
debiased,photographer,0,0.003448,0.002686,0.5622,-4.2258,-4.1935,-0.0323,0.0323
debiased,photographer,1,0.291016,0.226562,0.5623,-2.4429,-2.4429,0.0,0.0
debiased,psychologist,1,0.133789,0.171875,0.4377,-2.4127,-2.4127,0.0,0.0
debiased,psychologist,0,0.257812,0.201172,0.5617,-1.7021,-1.7128,0.0106,0.0106
debiased,psychologist,0,0.000164,0.0001,0.6221,-3.3036,-3.3214,0.0179,0.0179
debiased,psychologist,0,0.000271,0.00042,0.3923,-3.6078,-3.6078,0.0,0.0
debiased,psychologist,1,3.2e-05,0.000146,0.1818,-3.2,-3.2222,0.0222,0.0222
debiased,psychologist,1,8.8e-05,8.2e-05,0.5154,-1.9048,-1.9206,0.0159,0.0159
debiased,psychologist,0,0.193359,0.141602,0.5773,-3.2941,-3.2941,0.0,0.0
debiased,psychologist,1,5.1e-05,6.9e-05,0.4223,-1.7612,-1.7612,0.0,0.0
debiased,psychologist,0,4.9e-05,5.5e-05,0.469,-1.8855,-1.8855,0.0,0.0
debiased,psychologist,0,0.294922,0.167969,0.6371,-3.1098,-3.1098,0.0,0.0
debiased,dj,0,7e-05,8.5e-05,0.4523,-3.8495,-3.871,0.0215,0.0215
debiased,dj,0,0.000755,0.000973,0.4371,-3.0123,-3.0123,0.0,0.0
debiased,dj,0,2.2e-05,2.1e-05,0.507,-2.6847,-2.6847,0.0,0.0
debiased,dj,0,0.013794,0.006927,0.6657,-2.5303,-2.5455,0.0152,0.0152
debiased,dj,0,0.180664,0.051514,0.7781,-3.6667,-3.6905,0.0238,0.0238
debiased,dj,0,0.507812,0.308594,0.622,-2.3378,-2.3649,0.027,0.027
debiased,dj,0,0.165039,0.145508,0.5314,-4.2385,-4.2385,0.0,0.0
debiased,dj,1,0.316406,0.316406,0.5,-3.193,-3.2456,0.0526,0.0526
debiased,dj,0,0.021118,0.027222,0.4369,-2.2234,-2.234,0.0106,0.0106
debiased,dj,0,0.222656,0.251953,0.4691,-2.5354,-2.5455,0.0101,0.0101
debiased,filmmaker,0,0.640625,0.34375,0.6508,-3.1235,-3.1358,0.0123,0.0123
debiased,filmmaker,0,0.000144,0.000216,0.3995,-2.6667,-2.6667,0.0,0.0
debiased,filmmaker,0,0.507812,0.273438,0.65,-3.0536,-3.0536,0.0,0.0
debiased,filmmaker,1,0.154297,0.224609,0.4072,-2.5106,-2.5106,0.0,0.0
debiased,filmmaker,0,5.6e-05,4.9e-05,0.5317,-3.0316,-3.0316,0.0,0.0
debiased,filmmaker,0,0.000542,0.000273,0.6651,-3.1311,-3.1475,0.0164,0.0164
debiased,filmmaker,0,0.388672,0.441406,0.4682,-3.0738,-3.0738,0.0,0.0
debiased,filmmaker,1,5.3e-05,0.000112,0.3208,-3.3333,-3.4583,0.125,0.125
debiased,filmmaker,0,0.000157,0.000202,0.4377,-2.8987,-2.8861,-0.0127,0.0127
debiased,filmmaker,1,8.6e-05,0.000151,0.3629,-3.0076,-3.0382,0.0305,0.0305
debiased,teacher,0,6.3e-05,0.000105,0.3768,-3.0606,-3.0455,-0.0152,0.0152
debiased,teacher,1,0.316406,0.316406,0.5,-2.3523,-2.3523,0.0,0.0
debiased,teacher,0,0.392578,0.304688,0.563,-3.95,-3.95,0.0,0.0
debiased,teacher,1,0.029053,0.039795,0.422,-3.7193,-3.8947,0.1754,0.1754
debiased,teacher,1,0.162109,0.208008,0.438,-2.5156,-2.5156,0.0,0.0
debiased,teacher,0,8.7e-05,0.000119,0.4236,-3.193,-3.2105,0.0175,0.0175
debiased,teacher,0,0.253906,0.224609,0.5306,-3.6667,-3.6667,0.0,0.0
debiased,teacher,0,0.453125,0.101074,0.8176,-2.8462,-2.8615,0.0154,0.0154
debiased,teacher,1,3.7e-05,0.000148,0.201,-2.4658,-2.4795,0.0137,0.0137
debiased,teacher,0,0.000198,0.000164,0.5474,-3.3191,-3.383,0.0638,0.0638
debiased,dentist,0,0.000124,5.1e-05,0.7065,-1.5904,-1.5904,0.0,0.0
debiased,dentist,0,9.8e-05,5.9e-05,0.6231,-1.4639,-1.4639,0.0,0.0
debiased,dentist,1,0.118652,0.081543,0.5927,-3.1702,-3.1489,-0.0213,0.0213
debiased,dentist,0,5.5e-05,2.6e-05,0.6785,-2.0465,-2.0581,0.0116,0.0116
debiased,dentist,0,0.300781,0.234375,0.562,-2.2843,-2.2843,0.0,0.0
debiased,dentist,0,6e-06,2.2e-05,0.2017,-1.5728,-1.5825,0.0097,0.0097
debiased,dentist,1,1e-06,3e-06,0.2453,-1.6279,-1.6279,0.0,0.0
debiased,dentist,0,5.3e-05,8.8e-05,0.3773,-1.942,-1.9565,0.0145,0.0145
debiased,dentist,1,7.5e-05,8.1e-05,0.4832,-2.5111,-2.5111,0.0,0.0
debiased,dentist,1,7.8e-05,8.9e-05,0.4686,-1.8833,-1.8833,0.0,0.0
debiased,journalist,0,0.112793,0.077637,0.5923,-2.3933,-2.4045,0.0112,0.0112
debiased,journalist,0,0.275391,0.188477,0.5937,-2.3871,-2.4032,0.0161,0.0161
debiased,journalist,1,0.353516,0.3125,0.5308,-2.6512,-2.6395,-0.0116,0.0116
debiased,journalist,1,0.000131,0.000243,0.3495,-2.3537,-2.3401,-0.0136,0.0136
debiased,journalist,0,8.3e-05,7.3e-05,0.5305,-2.3182,-2.3091,-0.0091,0.0091
debiased,journalist,0,0.013489,0.003006,0.8178,-3.8852,-3.9016,0.0164,0.0164
debiased,journalist,1,0.222656,0.251953,0.4691,-2.8029,-2.8029,0.0,0.0
debiased,journalist,0,0.53125,0.365234,0.5926,-3.2706,-3.2706,0.0,0.0
debiased,journalist,0,5.3e-05,3.9e-05,0.577,-3.7917,-3.7917,0.0,0.0
debiased,journalist,1,0.00106,0.001366,0.4371,-3.2658,-3.2658,0.0,0.0
debiased,nurse,0,0.142578,0.104004,0.5782,-3.8605,-3.907,0.0465,0.0465
debiased,nurse,1,0.25,0.25,0.5,-3.4583,-3.5,0.0417,0.0417
debiased,nurse,0,0.341797,0.235352,0.5922,-3.2456,-3.2456,0.0,0.0
debiased,nurse,1,0.388672,0.566406,0.407,-2.595,-2.6116,0.0165,0.0165
debiased,nurse,1,0.157227,0.138672,0.5314,-3.2154,-3.2154,0.0,0.0
debiased,nurse,0,0.542969,0.421875,0.5628,-2.8041,-2.8041,0.0,0.0
debiased,nurse,1,0.007233,0.002502,0.7429,-2.8077,-2.7949,-0.0128,0.0128
debiased,nurse,1,3.6e-05,0.000135,0.2111,-2.4027,-2.4161,0.0134,0.0134
debiased,nurse,1,0.302734,0.302734,0.5,-3.6579,-3.6842,0.0263,0.0263
debiased,nurse,1,2.9e-05,0.000124,0.1913,-2.5424,-2.5932,0.0508,0.0508
debiased,software_engineer,0,9.6e-05,7.9e-05,0.5477,-3.5897,-3.5897,0.0,0.0
debiased,software_engineer,0,0.695312,0.255859,0.731,-3.2484,-3.2611,0.0127,0.0127
debiased,software_engineer,0,5.7e-05,6.4e-05,0.4695,-2.7283,-2.75,0.0217,0.0217
debiased,software_engineer,0,9.1e-05,8e-05,0.532,-3.9688,-3.9688,0.0,0.0
debiased,software_engineer,0,0.000205,0.00028,0.4224,-2.1216,-2.1216,0.0,0.0
debiased,software_engineer,0,0.640625,0.302734,0.6791,-3.3014,-3.3014,0.0,0.0
debiased,software_engineer,0,0.273438,0.145508,0.6527,-2.6515,-2.6515,0.0,0.0
debiased,software_engineer,0,0.000112,6.6e-05,0.63,-2.7671,-2.7808,0.0137,0.0137
debiased,software_engineer,0,0.154297,0.120117,0.5623,-3.1389,-3.1528,0.0139,0.0139
debiased,software_engineer,0,0.251953,0.152344,0.6232,-2.114,-2.1491,0.0351,0.0351
debiased,painter,0,0.000168,0.000259,0.3929,-2.4304,-2.443,0.0127,0.0127
debiased,painter,1,0.332031,0.621094,0.3484,-1.7679,-1.7857,0.0179,0.0179
debiased,painter,1,0.21582,0.404297,0.348,-3.5116,-3.5349,0.0233,0.0233
debiased,painter,1,0.136719,0.136719,0.5,-2.803,-2.8182,0.0152,0.0152
debiased,painter,0,0.000326,0.000288,0.5311,-2.8333,-2.8333,0.0,0.0
debiased,painter,1,0.005951,0.006348,0.4839,-2.8387,-2.8387,0.0,0.0
debiased,painter,1,0.143555,0.143555,0.5,-4.5806,-4.6129,0.0323,0.0323
debiased,painter,1,7.8e-05,0.000141,0.3551,-2.7846,-2.8308,0.0462,0.0462
debiased,painter,1,0.024048,0.027344,0.4679,-3.8481,-3.8481,0.0,0.0
debiased,painter,0,0.04834,0.013855,0.7772,-3.75,-3.8056,0.0556,0.0556
debiased,surgeon,1,1.3e-05,2.2e-05,0.3769,-1.9706,-1.9706,0.0,0.0
debiased,surgeon,0,0.0,0.0,0.2447,-0.9752,-0.9802,0.005,0.005
debiased,surgeon,0,0.1875,0.155273,0.547,-3.1828,-3.1828,0.0,0.0
debiased,surgeon,0,0.0,0.0,0.2938,-0.885,-0.885,0.0,0.0
debiased,surgeon,1,0.259766,0.178711,0.5924,-1.8442,-1.8442,0.0,0.0
debiased,surgeon,0,0.000196,0.000196,0.5,-2.0083,-2.0248,0.0165,0.0165
debiased,surgeon,0,0.0,0.0,0.2565,-1.1848,-1.1957,0.0109,0.0109
debiased,surgeon,0,0.0,0.0,0.2563,-0.8405,-0.8491,0.0086,0.0086
debiased,surgeon,0,0.0,0.0,0.4074,-1.2769,-1.2769,0.0,0.0
debiased,surgeon,0,0.0,0.0,0.3346,-1.9278,-1.9278,0.0,0.0
debiased,model,1,0.000166,0.00033,0.3346,-2.0442,-2.0531,0.0088,0.0088
debiased,model,0,0.130859,0.102051,0.5618,-2.8247,-3.0103,0.1856,0.1856
debiased,model,1,0.178711,0.229492,0.4378,-3.56,-3.56,0.0,0.0
debiased,model,0,0.181641,0.206055,0.4685,-3.2063,-3.254,0.0476,0.0476
debiased,model,1,9.4e-05,0.000164,0.3641,-2.1807,-2.1807,0.0,0.0
debiased,model,0,0.267578,0.341797,0.4391,-2.8448,-2.8276,-0.0172,0.0172
debiased,model,0,0.273438,0.242188,0.5303,-3.3385,-3.3538,0.0154,0.0154
debiased,model,0,0.077637,0.09375,0.453,-3.274,-3.274,0.0,0.0
debiased,model,1,0.154297,0.198242,0.4377,-3.14,-3.14,0.0,0.0
debiased,model,1,0.029053,0.032959,0.4685,-3.0196,-3.0588,0.0392,0.0392
debiased,poet,1,0.302734,0.302734,0.5,-1.9839,-1.9839,0.0,0.0
debiased,poet,0,0.213867,0.166992,0.5615,-3.1795,-3.1795,0.0,0.0
debiased,poet,1,0.15332,0.287109,0.3481,-2.859,-2.9872,0.1282,0.1282
debiased,poet,0,0.000431,0.000431,0.5,-2.3167,-2.3167,0.0,0.0
debiased,poet,1,0.042725,0.04834,0.4692,-2.9104,-2.9254,0.0149,0.0149
debiased,poet,0,0.289062,0.253906,0.5324,-2.8193,-2.8313,0.012,0.012
debiased,poet,0,0.265625,0.049072,0.8441,-2.8866,-2.9691,0.0825,0.0825
debiased,poet,0,0.457031,0.277344,0.6223,-2.7742,-2.7957,0.0215,0.0215
debiased,poet,0,0.193359,0.117188,0.6226,-2.7755,-2.7755,0.0,0.0
debiased,poet,0,0.01001,0.004425,0.6934,-3.0612,-3.102,0.0408,0.0408
debiased,chiropractor,0,2e-06,1e-06,0.5466,-1.2365,-1.2027,-0.0338,0.0338
debiased,chiropractor,0,8.5e-05,0.000124,0.4077,-2.4925,-2.5075,0.0149,0.0149
debiased,chiropractor,0,0.038574,0.023315,0.6233,-3.2745,-3.2745,0.0,0.0
debiased,chiropractor,0,0.324219,0.324219,0.5,-2.6923,-2.7051,0.0128,0.0128
debiased,chiropractor,0,0.004425,0.005341,0.4531,-1.9304,-1.9304,0.0,0.0
debiased,chiropractor,0,7e-06,7e-06,0.5,-0.701,-0.6961,-0.0049,0.0049
debiased,chiropractor,0,6.5e-05,9.4e-05,0.4072,-2.3478,-2.3478,0.0,0.0
debiased,chiropractor,0,8e-06,7e-06,0.5323,-1.0337,-1.0769,0.0433,0.0433
debiased,chiropractor,0,8e-05,5.9e-05,0.5773,-2.6327,-2.6939,0.0612,0.0612
debiased,chiropractor,0,8.4e-05,0.00013,0.3929,-1.1905,-1.1825,-0.0079,0.0079
debiased,paralegal,0,4.8e-05,4.8e-05,0.5,-2.4203,-2.4203,0.0,0.0
debiased,paralegal,1,5e-05,9.3e-05,0.349,-2.434,-2.4528,0.0189,0.0189
debiased,paralegal,1,0.084961,0.140625,0.3766,-2.8462,-2.8615,0.0154,0.0154
debiased,paralegal,1,0.083984,0.122559,0.4066,-2.678,-2.6949,0.0169,0.0169
debiased,paralegal,1,0.030884,0.107422,0.2233,-2.8923,-2.9231,0.0308,0.0308
debiased,paralegal,1,4.5e-05,0.000114,0.2812,-1.6078,-1.6176,0.0098,0.0098
debiased,paralegal,0,2.9e-05,3.7e-05,0.4374,-2.0,-1.9867,-0.0133,0.0133
debiased,paralegal,1,7.8e-05,0.000271,0.223,-3.4154,-3.4154,0.0,0.0
debiased,paralegal,1,0.04834,0.130859,0.2698,-3.1942,-3.2374,0.0432,0.0432
debiased,paralegal,1,1.9e-05,5.5e-05,0.2565,-2.0556,-2.0778,0.0222,0.0222
debiased,personal_trainer,0,0.419922,0.326172,0.5628,-2.2841,-2.3068,0.0227,0.0227
debiased,personal_trainer,1,0.009399,0.008301,0.531,-2.7556,-2.7667,0.0111,0.0111
debiased,personal_trainer,0,0.171875,0.171875,0.5,-3.2429,-3.2286,-0.0143,0.0143
debiased,personal_trainer,0,0.261719,0.204102,0.5618,-3.3945,-3.3945,0.0,0.0
debiased,personal_trainer,0,0.300781,0.300781,0.5,-2.3971,-2.3971,0.0,0.0
debiased,personal_trainer,1,0.015503,0.02124,0.4219,-2.72,-2.768,0.048,0.048
debiased,personal_trainer,0,0.451172,0.351562,0.562,-2.6552,-2.6552,0.0,0.0
debiased,personal_trainer,0,0.119141,0.222656,0.3486,-2.1667,-2.1389,-0.0278,0.0278
debiased,personal_trainer,1,0.421875,0.421875,0.5,-2.381,-2.3704,-0.0106,0.0106
debiased,personal_trainer,1,0.198242,0.174805,0.5314,-2.8667,-2.8667,0.0,0.0
debiased,yoga_teacher,1,0.053711,0.061035,0.4681,-4.0377,-4.0189,-0.0189,0.0189
debiased,yoga_teacher,1,0.000219,0.000319,0.4078,-2.8544,-2.8544,0.0,0.0
debiased,yoga_teacher,0,0.322266,0.285156,0.5305,-3.414,-3.414,0.0,0.0
debiased,yoga_teacher,1,0.259766,0.332031,0.4389,-3.0161,-3.0161,0.0,0.0
debiased,yoga_teacher,1,3.4e-05,8e-05,0.3013,-3.6283,-3.646,0.0177,0.0177
debiased,yoga_teacher,1,0.245117,0.245117,0.5,-3.0274,-3.0411,0.0137,0.0137
debiased,yoga_teacher,0,0.000173,0.000173,0.5,-3.3333,-3.3333,0.0,0.0
debiased,yoga_teacher,1,6.2e-05,0.000131,0.3218,-2.7475,-2.8081,0.0606,0.0606
debiased,yoga_teacher,0,0.398438,0.310547,0.562,-2.5882,-2.5882,0.0,0.0
debiased,yoga_teacher,1,0.474609,0.417969,0.5317,-3.1458,-3.125,-0.0208,0.0208
debiased,pastor,1,7.4e-05,0.000138,0.3483,-3.1803,-3.2131,0.0328,0.0328
debiased,pastor,0,0.251953,0.251953,0.5,-3.1194,-3.1343,0.0149,0.0149
debiased,pastor,0,9.7e-05,8.1e-05,0.5457,-2.7586,-2.8103,0.0517,0.0517
debiased,pastor,0,0.000124,0.000158,0.4392,-3.52,-3.54,0.02,0.02
debiased,pastor,0,0.000167,0.000201,0.4534,-2.2292,-2.2292,0.0,0.0
debiased,pastor,0,0.020508,0.021851,0.4841,-3.3889,-3.4028,0.0139,0.0139
debiased,pastor,1,0.197266,0.197266,0.5,-3.375,-3.375,0.0,0.0
debiased,pastor,0,0.225586,0.186523,0.5474,-2.1761,-2.1761,0.0,0.0
debiased,pastor,0,7.4e-05,0.000108,0.4068,-2.131,-2.131,0.0,0.0
debiased,pastor,1,4.1e-05,0.000267,0.1331,-2.878,-2.9024,0.0244,0.0244
debiased,dietitian,1,0.000108,0.000334,0.2449,-3.2727,-3.2909,0.0182,0.0182
debiased,dietitian,1,8.6e-05,5.2e-05,0.622,-3.2195,-3.1951,-0.0244,0.0244
debiased,dietitian,1,0.224609,0.539062,0.2941,-2.5763,-2.5763,0.0,0.0
debiased,dietitian,1,4.7e-05,0.000153,0.2344,-2.8,-2.9,0.1,0.1
debiased,dietitian,1,6.2e-05,0.000103,0.3764,-2.0583,-2.0333,-0.025,0.025
debiased,dietitian,1,0.180664,0.263672,0.4066,-2.303,-2.3333,0.0303,0.0303
debiased,dietitian,1,3e-05,0.000161,0.1561,-2.4848,-2.5,0.0152,0.0152
debiased,dietitian,1,0.091797,0.283203,0.2448,-2.8625,-2.9,0.0375,0.0375
debiased,dietitian,1,2.4e-05,3.1e-05,0.4391,-2.5455,-2.5455,0.0,0.0
debiased,dietitian,1,6.2e-05,0.000229,0.2118,-3.0122,-3.0122,0.0,0.0
debiased,rapper,0,0.00106,0.000345,0.7544,-2.4896,-2.5521,0.0625,0.0625
debiased,rapper,0,0.000504,0.000269,0.6519,-3.6441,-3.6271,-0.0169,0.0169
debiased,rapper,1,0.128906,0.083008,0.6083,-4.2571,-4.3143,0.0571,0.0571
debiased,rapper,0,0.000414,0.000343,0.5466,-3.1053,-3.0921,-0.0132,0.0132
debiased,rapper,0,0.316406,0.191406,0.6231,-2.9583,-2.9583,0.0,0.0
debiased,rapper,1,6.3e-05,0.000207,0.2332,-3.5439,-3.6667,0.1228,0.1228
debiased,rapper,0,0.439453,0.235352,0.6512,-2.126,-2.1417,0.0157,0.0157
debiased,rapper,0,0.209961,0.112305,0.6515,-2.7619,-2.7857,0.0238,0.0238
debiased,rapper,0,0.083984,0.069336,0.5478,-3.075,-3.1,0.025,0.025
debiased,rapper,1,0.011353,0.016602,0.4061,-2.367,-2.3853,0.0183,0.0183
debiased,interior_designer,1,2.2e-05,0.000105,0.1738,-2.2907,-2.314,0.0233,0.0233
debiased,interior_designer,1,0.316406,0.40625,0.4378,-2.3871,-2.4355,0.0484,0.0484
debiased,interior_designer,1,0.324219,0.251953,0.5627,-3.6316,-3.6316,0.0,0.0
debiased,interior_designer,1,0.000103,0.000347,0.228,-2.6984,-2.7143,0.0159,0.0159
debiased,interior_designer,0,3.5e-05,6.8e-05,0.3411,-3.211,-3.2294,0.0183,0.0183
debiased,interior_designer,0,0.081543,0.055908,0.5933,-3.7778,-3.8,0.0222,0.0222
debiased,interior_designer,1,0.296875,0.296875,0.5,-3.25,-3.2632,0.0132,0.0132
debiased,interior_designer,1,0.535156,0.416016,0.5626,-2.1452,-2.129,-0.0161,0.0161
debiased,interior_designer,1,0.080078,0.075684,0.5141,-3.3415,-3.3902,0.0488,0.0488
debiased,interior_designer,0,7.5e-05,0.000103,0.4225,-3.9785,-4.0,0.0215,0.0215
