text,label,gender,text_cf,swap_changed
She teaches Human Behavior in the Social Environment as well as Child Welfare Practice. Dr. Schelbe serves as co-Editor-in-Chief of the Child and Adolescent Social Work Journal and her research primarily focuses on the experiences of young adults aging out of the child welfare system and qualitative research.,21,1,He teaches Human Behavior in the Social Environment as well as Child Welfare Practice. Dr. Schelbe serves as co-Editor-in-Chief of the Child and Adolescent Social Work Journal and his research primarily focuses on the experiences of young adults aging out of the child welfare system and qualitative research.,1
"Philliou specializes in the political and social history of the Ottoman Empire, particularly in the 18th and 19th centuries. Her forthcoming book, Biography of an Empire: Governing Ottomans in an Age of Revolution (University of California Press, Fall 2010) examines the changes in Ottoman governance leading up to the Tanzimat reforms of the mid-nineteenth century, using the vantage point of Phanariots, an Orthodox Christian elite that was intimately involved in the day-to-day work of governance even though structurally excluded from the Ottoman state. She has also written on the Ottoman legacy in the Middle East and Balkans today.",21,1,"Philliou specializes in the political and social history of the Ottoman Empire, particularly in the 18th and 19th centuries. His forthcoming book, Biography of an Empire: Governing Ottomans in an Age of Revolution (University of California Press, Fall 2010) examines the changes in Ottoman governance leading up to the Tanzimat reforms of the mid-nineteenth century, using the vantage point of Phanariots, an Orthodox Christian elite that was intimately involved in the day-to-day work of governance even though structurally excluded from the Ottoman state. He has also written on the Ottoman legacy in the Middle East and Balkans today.",1
"Augustine, Florida, where she developed the Flagler Graphics Lab for student experimentation in electronic spaces. She has an undergraduate degree in film and video, a master's degree in graphic design, and professional experience in corporate video. Recently, she presented ""The Electronic Muse: Rethinking Originality and Ownership in the Digital Age"" at a national symposium at the Cummer Museum of Art.",21,1,"Augustine, Florida, where he developed the Flagler Graphics Lab for student experimentation in electronic spaces. He has an undergraduate degree in film and video, a master's degree in graphic design, and professional experience in corporate video. Recently, he presented ""The Electronic Muse: Rethinking Originality and Ownership in the Digital Age"" at a national symposium at the Cummer Museum of Art.",1
"She graduated with honors in 2010. Having more than 8 years of diverse experiences, especially in NURSE PRACTITIONER, Ramona Noguera Washington affiliates with Broward Health Medical Center, and cooperates with other doctors and specialists without joining any medical groups. Call Ramona Noguera Washington on phone number (954) 467-0880 for more information and advice or to book an appointment.",13,1,"He graduated with honors in 2010. Having more than 8 years of diverse experiences, especially in NURSE PRACTITIONER, Ramona Noguera Washington affiliates with Broward Health Medical Center, and cooperates with other doctors and specialists without joining any medical groups. Call Ramona Noguera Washington on phone number (954) 467-0880 for more information and advice or to book an appointment.",1
"His courses focus on short fiction, narrative or personal essays, and issues in contemporary culture. A longer description of his teaching and writing philosophy can be found on his Lang Faculty Page. His essays, book reviews, and short stories have appeared in Time Out New York, The Georgia Review, American Book Review, Meridian, Passages North, and Harvard Review; in the anthology Naming the World: And Other Exercises for the Creative Writer (Random House); and have been performed at the InterAct Theatre Company’s Writing Aloud series, in Philadelphia. His writing (and photographs) can be found at jonathanliebson.com.",26,0,"Her courses focus on short fiction, narrative or personal essays, and issues in contemporary culture. A longer description of her teaching and writing philosophy can be found on her Lang Faculty Page. Her essays, book reviews, and short stories have appeared in Time Out New York, The Georgia Review, American Book Review, Meridian, Passages North, and Harvard Review; in the anthology Naming the World: And Other Exercises for the Creative Writer (Random House); and have been performed at the InterAct Theatre Company’s Writing Aloud series, in Philadelphia. Her writing (and photographs) can be found at jonathanliebson.com.",1
"His J. D. degree was granted by Texas Wesleyan University in 1995 and his undergraduate degree in electrical Engineering is from Iowa State University. Prior to earning his law degree, Mr. Mosher was employed for many years as an engineering manager with Tandy Corporation in Fort Worth. He is currently a member of the Dean’s Advisory Council of the Texas A&M University School of Law, and in 2010 was honored as a Distinguished Alumnus by the Texas Wesleyan University School of Law.",2,0,"Her J. D. degree was granted by Texas Wesleyan University in 1995 and her undergraduate degree in electrical Engineering is from Iowa State University. Prior to earning her law degree, Ms. Mosher was employed for many years as an engineering manager with Tandy Corporation in Fort Worth. She is currently a member of the Dean’s Advisory Council of the Texas A&M University School of Law, and in 2010 was honored as a Distinguished Alumnus by the Texas Wesleyan University School of Law.",1
"He specializes in treating children with co-occurring disorders, especially those who struggle with both Anxiety and ADHD or Autism. Dr. O’Brien utilizes an eclectic approach which tailors treatment to the developmental level of both children and parents. His approach integrates individual child therapy with intensive parental and familial interventions.",22,0,"She specializes in treating children with co-occurring disorders, especially those who struggle with both Anxiety and ADHD or Autism. Dr. O’Brien utilizes an eclectic approach which tailors treatment to the developmental level of both children and parents. Her approach integrates individual child therapy with intensive parental and familial interventions.",1
"His focus is microeconomic theory, and his interests range from multilateral bargaining to studying self-control problems to the role of networks in contract enforcement.",21,0,"Her focus is microeconomic theory, and her interests range from multilateral bargaining to studying self-control problems to the role of networks in contract enforcement.",1
"Her major publications include 2 monographs about the commentary articles on the leading German newspapers, 2 textbooks, 2 translations and more than 20 research papers. She serves as Vice Dean of the School of Foreign Languages at RUC (2015-). 北京大学 | 清华大学 | 北京外国语大学 | 全国哲学与社会科学规划办公室",21,1,"His major publications include 2 monographs about the commentary articles on the leading German newspapers, 2 textbooks, 2 translations and more than 20 research papers. He serves as Vice Dean of the School of Foreign Languages at RUC (2015-). 北京大学 | 清华大学 | 北京外国语大学 | 全国哲学与社会科学规划办公室",1
"Ms. Carter practices medicine in Salt Lake City, UT and specializes in Trauma Surgery. Ms. Carter is affiliated with Intermountain Medical Center and Primary Childrens Medical Center. Ms. Carter speaks English, German and Spanish.",19,1,"Mr. Carter practices medicine in Salt Lake City, UT and specializes in Trauma Surgery. Mr. Carter is affiliated with Intermountain Medical Center and Primary Childrens Medical Center. Mr. Carter speaks English, German and Spanish.",1
"His office may have erred on the side of caution and had the good grace to face the music personally. The Media is not always kind. But, in Manhattan, at least, it is not owned. Freedom of the Press is alive and well – unlike Suffolk County where it is owned and operated by the District Attorney.",2,0,"Her office may have erred on the side of caution and had the good grace to face the music personally. The Media is not always kind. But, in Manhattan, at least, it is not owned. Freedom of the Press is alive and well – unlike Suffolk County where it is owned and operated by the District Attorney.",1
"Road, Amritsar. He is currently associated with Dr. Simar's Dental And Oral Care Clinic in G.T. Road, Amritsar. Book an appointment online with Dr. Simarpreet Singh on Lybrate.com.",6,0,"Road, Amritsar. She is currently associated with Dr. Simar's Dental And Oral Care Clinic in G.T. Road, Amritsar. Book an appointment online with Dr. Simarpreet Singh on Lybrate.com.",1
"Former executive editor of J. P. Tarcher, she has written for Esquire, the Los Angeles Times, the Christian Science Monitor, Psychology Today, and Spring: A Journal of Archetype and Culture. Dr. Zweig is coauthor of Meeting the Shadow and Romancing the Shadow; and author of Meeting the Shadow of Spirituality (formerly The Holy Longing) and A Moth to the Flame: The Life Story of the Sufi Poet Rumi (a novel). She is currently writing a book about aging and the shadow.",22,1,"Former executive editor of J. P. Tarcher, he has written for Esquire, the Los Angeles Times, the Christian Science Monitor, Psychology Today, and Spring: A Journal of Archetype and Culture. Dr. Zweig is coauthor of Meeting the Shadow and Romancing the Shadow; and author of Meeting the Shadow of Spirituality (formerly The Holy Longing) and A Moth to the Flame: The Life Story of the Sufi Poet Rumi (a novel). He is currently writing a book about aging and the shadow.",1
"The Department of the Corporation Counsel meets the diverse legal needs of all city agencies, the Council and all officers and employees relating to their official powers and duties in all legal proceedings and services incident as required by the Charter or law. Mr. Badua contributes his paralegal experience as the city’s transit paralegal working on the Honolulu Rail Transit Project, the largest public works and first grade-separated fixed rail system in Hawaii. Mr. Badua received his Associate in Science paralegal certificate from Kapi`olani Community College, an American Bar Association-approved program since 1978.",15,0,"The Department of the Corporation Counsel meets the diverse legal needs of all city agencies, the Council and all officers and employees relating to their official powers and duties in all legal proceedings and services incident as required by the Charter or law. Ms. Badua contributes her paralegal experience as the city’s transit paralegal working on the Honolulu Rail Transit Project, the largest public works and first grade-separated fixed rail system in Hawaii. Ms. Badua received her Associate in Science paralegal certificate from Kapi`olani Community College, an American Bar Association-approved program since 1978.",1
He selectively represents brokers in Washington state and various other states before regulatory agencies and in defense of civil-liability claims. He has been actively involved in review and analysis of the Washington state Mortgage Broker Practices Act and administrative code. Contact Long at john@johnlonglaw.com or (425) 427-9660.,2,0,She selectively represents brokers in Washington state and various other states before regulatory agencies and in defense of civil-liability claims. She has been actively involved in review and analysis of the Washington state Mortgage Broker Practices Act and administrative code. Contact Long at john@johnlonglaw.com or (425) 427-9660.,1
"Andrew was born on June 17, 1982 in Roanoke, Virginia. Andrew moved to Ponte Vedra Beach in 1997 where he attended nearby Nease High School. He would later go on to attend the University of North Florida where he received a bachelor's degree in Political Science in 2004. After graduation, Andrew decided to stay in the Jacksonville area and attend Florida Coastal School of Law where he received his Juris Doctorate in 2007.",2,0,"Andrew was born on June 17, 1982 in Roanoke, Virginia. Andrew moved to Ponte Vedra Beach in 1997 where she attended nearby Nease High School. She would later go on to attend the University of North Florida where she received a bachelor's degree in Political Science in 2004. After graduation, Andrew decided to stay in the Jacksonville area and attend Florida Coastal School of Law where she received her Juris Doctorate in 2007.",1
"She obtained her PhD cum Laude at the University of Utrecht after which she was awarded a Hubble Fellowship, which she took at Space Telescope Science Institute and Johns Hopkins University, followed by a combined Einstein and Princeton Lyman Spitzer fellowship, which she took at the Carnegie Observatories and Caltech University, followed by a Marie Skłodowska-Curie reintegration fellowship. IN 2017 she was awarded the 2017 MERAC prize for theoretical astrophysics by the European Astronomical Society.",21,1,"He obtained his PhD cum Laude at the University of Utrecht after which he was awarded a Hubble Fellowship, which he took at Space Telescope Science Institute and Johns Hopkins University, followed by a combined Einstein and Princeton Lyman Spitzer fellowship, which he took at the Carnegie Observatories and Caltech University, followed by a Marie Skłodowska-Curie reintegration fellowship. IN 2017 he was awarded the 2017 MERAC prize for theoretical astrophysics by the European Astronomical Society.",1
"She is responsible for helping the attorney, making sure the office runs smoothly, and aiding the clients when they have questions or concerns. Corrie has an Associate of Applied Science Degree. She is originally from Ohio and moved to Georgia a few years ago. Corrie is married and has two kids.",15,1,"He is responsible for helping the attorney, making sure the office runs smoothly, and aiding the clients when they have questions or concerns. Corrie has an Associate of Applied Science Degree. He is originally from Ohio and moved to Georgia a few years ago. Corrie is married and has two kids.",1
Dishman holds degrees from Trinity University and graduate degrees in Business from the University of North Texas. He has taught in the LEMIT program since 1989. His areas of expertise include intelligence collection and analysis especially with regard to intelligence on individuals.,21,0,Dishman holds degrees from Trinity University and graduate degrees in Business from the University of North Texas. She has taught in the LEMIT program since 1989. Her areas of expertise include intelligence collection and analysis especially with regard to intelligence on individuals.,1
"He is member of the Architettura>Energia Centre of the University of Ferrara, Department of Architecture. He is visiting researcher at the University of California, Berkeley (2006), visiting researcher at the University of Nottingham, UK (2010), visiting Professor at the Indian Institute of Technology Jodhpur, Rajasthan, India (2010). He is currently contract Professor in Technology of Architecture, Environmental Design and Technical Systems at the University of Ferrara, Department of Architecture. He is member of Rover divisione Atelier, architectural practice based in Bologna (Italy), awarded of several prizes in the field of sustainable design and valorisation of historical and archaeological sites. Author of National and International scientific papers. Research focuses mainly on existing building energy retrofit, with particular effort on the historical heritage.",1,0,"She is member of the Architettura>Energia Centre of the University of Ferrara, Department of Architecture. She is visiting researcher at the University of California, Berkeley (2006), visiting researcher at the University of Nottingham, UK (2010), visiting Professor at the Indian Institute of Technology Jodhpur, Rajasthan, India (2010). She is currently contract Professor in Technology of Architecture, Environmental Design and Technical Systems at the University of Ferrara, Department of Architecture. She is member of Rover divisione Atelier, architectural practice based in Bologna (Italy), awarded of several prizes in the field of sustainable design and valorisation of historical and archaeological sites. Author of National and International scientific papers. Research focuses mainly on existing building energy retrofit, with particular effort on the historical heritage.",1
He founded Cramer + Cramer in 2001 and now sells a range of exquisite furniture on ArtAndCollect. Cramer often plays on the crossover between art and design and has even had a solo exhibition at the Museum of Art and History of Geneva. He is considered one of Switzerland’s leading designers and has had his work featured in a range of publications including Elle Decoration and The Financial Times. Le Journal interviewed Philippe to find out more about what inspires him.,10,0,She founded Cramer + Cramer in 2001 and now sells a range of exquisite furniture on ArtAndCollect. Cramer often plays on the crossover between art and design and has even had a solo exhibition at the Museum of Art and History of Geneva. She is considered one of Switzerland’s leading designers and has had her work featured in a range of publications including Elle Decoration and The Financial Times. Le Journal interviewed Philippe to find out more about what inspires her.,1
"Her primary focus is in intellectual property law, specifically trademark and copyright law. Her practice also includes corporate law, transactional law, and trusts and estates. She is licensed to practice in Virginia.",2,1,"His primary focus is in intellectual property law, specifically trademark and copyright law. His practice also includes corporate law, transactional law, and trusts and estates. He is licensed to practice in Virginia.",1
"Molina was born on May 18th, 1991, in East Los Angeles, to Ana and Jorge Molina. He is the oldest of three. Molina grew up in the suburbs of Los Angeles. He is Currently attending Art Center College of Design where he is pursuing a Bachelor of Fine Arts (B.F.A.) in Photography and Digital Imaging.",18,0,"Molina was born on May 18th, 1991, in East Los Angeles, to Ana and Jorge Molina. She is the oldest of three. Molina grew up in the suburbs of Los Angeles. She is Currently attending Art Center College of Design where she is pursuing a Bachelor of Fine Arts (B.F.A.) in Photography and Digital Imaging.",1
"He graduated from the medical school at the University of Toronto in 1988 and completed his post-graduate residency in Family Medicine at the University of British Columbia in 1991. At present, Dr. Ezekiel is an Attending Physician at Vancouver General Hospital and a Clinical Instructor with the Department of Family Medicine at the University of British Columbia. Prior to his present office-based practice, he worked extensively in Emergency Medicine. Dr. Ezekiel is well-travelled and occasionally works as a ship’s physician for the cruise ship industry.",19,0,"She graduated from the medical school at the University of Toronto in 1988 and completed her post-graduate residency in Family Medicine at the University of British Columbia in 1991. At present, Dr. Ezekiel is an Attending Physician at Vancouver General Hospital and a Clinical Instructor with the Department of Family Medicine at the University of British Columbia. Prior to her present office-based practice, she worked extensively in Emergency Medicine. Dr. Ezekiel is well-travelled and occasionally works as a ship’s physician for the cruise ship industry.",1
"He took up the violin at an early age and later in life switched to the viola, with its range being more like the one he wishes he could have as a singer. James holds degrees in electrical engineering (University of Maryland) and law (Duke University). Through the years his professional pursuits have included clerking for a federal appellate court judge, working as a patent trial lawyer, managing an office of a Wall Street law firm, and serving as chief judge of the U.S. government’s administrative patent court. James now lives in Minnesota, where he is the chief intellectual property counsel for law and regulatory affairs at Ecolab.",2,0,"She took up the violin at an early age and later in life switched to the viola, with its range being more like the one she wishes she could have as a singer. James holds degrees in electrical engineering (University of Maryland) and law (Duke University). Through the years her professional pursuits have included clerking for a federal appellate court judge, working as a patent trial lawyer, managing an office of a Wall Street law firm, and serving as chief judge of the U.S. government’s administrative patent court. James now lives in Minnesota, where she is the chief intellectual property counsel for law and regulatory affairs at Ecolab.",1
"Kueter in Denver, Colorado. His law practice is limited to land conservation. For thirty years he was with the law firm of Isaacson Rosenbaum, a firm nationally known for its conservation practice.",2,0,"Kueter in Denver, Colorado. Her law practice is limited to land conservation. For thirty years she was with the law firm of Isaacson Rosenbaum, a firm nationally known for its conservation practice.",1
"His research interests are mainly focused on the study of cognitive and brain aging and early stages of dementia, using data from neuropsychological testing, biomarker information as well as structural and functional MRI and non-invasive brain stimulation techniques (transcranial magnetic stimulation, transcranial direct current stimulation).",21,0,"Her research interests are mainly focused on the study of cognitive and brain aging and early stages of dementia, using data from neuropsychological testing, biomarker information as well as structural and functional MRI and non-invasive brain stimulation techniques (transcranial magnetic stimulation, transcranial direct current stimulation).",1
"After obtaining his M.S. Orthopedics degree he has undergone training in various centers in India and Abroad which has helped him in understanding the Orthopedics problems and their Management. He did his AO/ ASIF fellowship at University Hospital, Salzburg, Austria in 2006 and recieved training in Arthroscopy & Sports Medicine at TUM, Munich (Germany) & Rush Orthopedics Centre, Chicago( USA). He has an experience of more than fifteen years of diagnosing and treating Orthopedics & Trauma patients.",25,0,"After obtaining her M.S. Orthopedics degree she has undergone training in various centers in India and Abroad which has helped her in understanding the Orthopedics problems and their Management. She did her AO/ ASIF fellowship at University Hospital, Salzburg, Austria in 2006 and recieved training in Arthroscopy & Sports Medicine at TUM, Munich (Germany) & Rush Orthopedics Centre, Chicago( USA). She has an experience of more than fifteen years of diagnosing and treating Orthopedics & Trauma patients.",1
"An FCC alum, Professor Rai earned a Bachelor’s from Towson University and her Master’s from Loyola College. As an educator she is known for incorporating active learning including field trips, service learning, and cultural cooking demonstrations. Inspired by her love of travel, she designed a global scholar course and led an FCC group abroad to France in May 2016. She writes about teaching, traveling, and food at http://www.christinerai.com.",21,1,"An FCC alum, Professor Rai earned a Bachelor’s from Towson University and his Master’s from Loyola College. As an educator he is known for incorporating active learning including field trips, service learning, and cultural cooking demonstrations. Inspired by his love of travel, he designed a global scholar course and led an FCC group abroad to France in May 2016. He writes about teaching, traveling, and food at http://www.christinerai.com.",1
"She was an assistant professor at the University School of Information Technology, Guru Gobind Singh Indraprastha University, Delhi, India. She received her master’s and doctorate degree in software engineering from the University School of Information Technology, Guru Gobind Singh Indraprastha University, Delhi, India. She is executive editor of Software Engineering: An International Journal. She is coauthor of a book on Object Oriented Software Engineering published by PHI Learning. She has received IBM Faculty Award 2013. Her research interests are in software testing, improving software quality, statistical and adaptive prediction models, software metrics and the definition and validation of software metrics. She has published 70 research papers in international journals and conferences.",21,1,"He was an assistant professor at the University School of Information Technology, Guru Gobind Singh Indraprastha University, Delhi, India. He received his master’s and doctorate degree in software engineering from the University School of Information Technology, Guru Gobind Singh Indraprastha University, Delhi, India. He is executive editor of Software Engineering: An International Journal. He is coauthor of a book on Object Oriented Software Engineering published by PHI Learning. He has received IBM Faculty Award 2013. His research interests are in software testing, improving software quality, statistical and adaptive prediction models, software metrics and the definition and validation of software metrics. He has published 70 research papers in international journals and conferences.",1
"Dr. Cooley received his Ph.D. and Masters in Applied Mathematics from the University of Colorado at Boulder in 2005 and 2002, respectively. Apart from being an Associate Professor, Dan is also a faculty member at the Colorado State University School of Environmental Sustainability. Most recently he was a visiting scholar in the Department of Statistics at University of Washington in Seattle, Washington. Dr. Cooley’s research interests include extreme value theory, modeling multivariate extremes, heavy tailed phenomena, spatial statistics, Bayesian modeling, and the meteorological/environmental and ecological applications of these. Dan has been published in many articles, technical reports, and workshop proceedings.",21,0,"Dr. Cooley received her Ph.D. and Masters in Applied Mathematics from the University of Colorado at Boulder in 2005 and 2002, respectively. Apart from being an Associate Professor, Dan is also a faculty member at the Colorado State University School of Environmental Sustainability. Most recently she was a visiting scholar in the Department of Statistics at University of Washington in Seattle, Washington. Dr. Cooley’s research interests include extreme value theory, modeling multivariate extremes, heavy tailed phenomena, spatial statistics, Bayesian modeling, and the meteorological/environmental and ecological applications of these. Dan has been published in many articles, technical reports, and workshop proceedings.",1
"She practices in Fpo, Armed Forces Pacific and has the professional credentials of N.P.. The NPI Number for Tanya Beal Sinclair is 1104090349 and she holds a License No. 17503 (California).",13,1,"He practices in Fpo, Armed Forces Pacific and has the professional credentials of N.P.. The NPI Number for Tanya Beal Sinclair is 1104090349 and he holds a License No. 17503 (California).",1
"She has published more than forty articles and book chapters on subjects that cluster around her research interests of visuality and rhetoric, feminist theory, and composition pedagogy. Reviews",21,1,"He has published more than forty articles and book chapters on subjects that cluster around his research interests of visuality and rhetoric, feminist theory, and composition pedagogy. Reviews",1
"Patients gave him an average rating of 5.0 stars out of 5. Dr. Scott is in-network for Blue Cross Blue Shield EPO, Blue Cross Blue Shield Bronze, and Blue Cross Blue Shield HMO, as well as other insurance carriers. He studied medicine at the University of Maryland School of Medicine.",25,0,"Patients gave her an average rating of 5.0 stars out of 5. Dr. Scott is in-network for Blue Cross Blue Shield EPO, Blue Cross Blue Shield Bronze, and Blue Cross Blue Shield HMO, as well as other insurance carriers. She studied medicine at the University of Maryland School of Medicine.",1
"His latest film, which premiered at the Jerusalem Film Festival this past week, West of the Jordan River, is about the Occupation. Framing the film with an interview with Yitzhak Rabin which provides a look at his strategy and his vision of moving forward with peace, Gitai sets out to interview a wide array of personages who are involved either politically or on a human rights level with issues dealing with the Occupation.",9,0,"Her latest film, which premiered at the Jerusalem Film Festival this past week, West of the Jordan River, is about the Occupation. Framing the film with an interview with Yitzhak Rabin which provides a look at her strategy and her vision of moving forward with peace, Gitai sets out to interview a wide array of personages who are involved either politically or on a human rights level with issues dealing with the Occupation.",1
"He specialises in media law, especially free speech theory as it relates to press freedom and free speech rights in the workplace. He has written extensively in this area and has been published in leading specialist and generalist journals in the UK and abroad. He is a member of the Impress code committee, where he advises the board on press regulation matters. He is also an Associate Academic Fellow of the Honourable Society of the Inner Temple as well as convenor of the Media and Communications Law section of the Society of Legal Scholars. For more details, see http://www.law.leeds.ac.uk/people/staff/wragg/",21,0,"She specialises in media law, especially free speech theory as it relates to press freedom and free speech rights in the workplace. She has written extensively in this area and has been published in leading specialist and generalist journals in the UK and abroad. She is a member of the Impress code committee, where she advises the board on press regulation matters. She is also an Associate Academic Fellow of the Honourable Society of the Inner Temple as well as convenor of the Media and Communications Law section of the Society of Legal Scholars. For more details, see http://www.law.leeds.ac.uk/people/staff/wragg/",1
"He received a bachelor's degree from New York University and earned his medical degree from State University of New York Health Science Center at Brooklyn. Dr. Mann also completed a fellowship in Hypertension at Mt Sinai Hospital, NY. He is board certified in internal medicine, and is also a professor of Clinical Medicine at Weill Cornell Medical College. Dr. Mann has several areas of interest including individualization of the drug treatment of hypertension, renovascular hypertension, mind-body link, particularly as related to repressed emotions. Samuel Mann has written over 20 articles and also contributed a chapter entitled ""Hypertension and the Mindbody Connection: A New Paradigm,"" to Dr. John Sarno's The Divided Mind. Dr. Mann has also written a book on hypertension and the mind body connection called Healing Hypertension: A Revolutionary New Approach. (Source)",19,0,"She received a bachelor's degree from New York University and earned her medical degree from State University of New York Health Science Center at Brooklyn. Dr. Mann also completed a fellowship in Hypertension at Mt Sinai Hospital, NY. She is board certified in internal medicine, and is also a professor of Clinical Medicine at Weill Cornell Medical College. Dr. Mann has several areas of interest including individualization of the drug treatment of hypertension, renovascular hypertension, mind-body link, particularly as related to repressed emotions. Samuel Mann has written over 20 articles and also contributed a chapter entitled ""Hypertension and the Mindbody Connection: A New Paradigm,"" to Dr. John Sarno's The Divided Mind. Dr. Mann has also written a book on hypertension and the mind body connection called Healing Hypertension: A Revolutionary New Approach. (Source)",1
"His primary focus over the last three years with Murray & Associates has been in the employment litigation field, including the representation of various union members, unions, employees, employers, and civil servants throughout California. Mr. Strickland’s comprehension of the laws and regulations affecting employees, organizations, corporations, administrative agencies, and state and local governments has proven an invaluable asset to the firm and client satisfaction.",2,0,"Her primary focus over the last three years with Murray & Associates has been in the employment litigation field, including the representation of various union members, unions, employees, employers, and civil servants throughout California. Ms. Strickland’s comprehension of the laws and regulations affecting employees, organizations, corporations, administrative agencies, and state and local governments has proven an invaluable asset to the firm and client satisfaction.",1
"He received his his BSc, MSc and PHD degrees and computer science from Harbin Institute of Technology in 2001, 2003 and 2008, respectively. His research interest is data and information management in general, particular in areas of big data management, particularly in areas of big data management, data quality, XML and graph data management. He has published more than 100 papers in conferences and journals. He was also awarded Microsoft Fellow, IBM PHD Fellowship and Chinese Excellent Database Engineer. His doctoral dissertation is selected as the outstanding doctoral dissertation by China Computer Federation.",21,0,"She received her her BSc, MSc and PHD degrees and computer science from Harbin Institute of Technology in 2001, 2003 and 2008, respectively. Her research interest is data and information management in general, particular in areas of big data management, particularly in areas of big data management, data quality, XML and graph data management. She has published more than 100 papers in conferences and journals. She was also awarded Microsoft Fellow, IBM PHD Fellowship and Chinese Excellent Database Engineer. Her doctoral dissertation is selected as the outstanding doctoral dissertation by China Computer Federation.",1
She is a member of the SAPC Executive and the IPCP Executive. Her doctoral thesis including publication was on parent-infant psychotherapy in South Africa. She teaches infant observation.,22,1,He is a member of the SAPC Executive and the IPCP Executive. His doctoral thesis including publication was on parent-infant psychotherapy in South Africa. He teaches infant observation.,1
"He is a graduate of New York Medical College. In his practice, he is particularly interested in knee problems, arthroscopic surgery, and sports health. Blue Cross Blue Shield EPO, Blue Cross Blue Shield Bronze, and Blue Cross Blue Shield HMO are among the insurance carriers that Dr. Martin takes.",19,0,"She is a graduate of New York Medical College. In her practice, she is particularly interested in knee problems, arthroscopic surgery, and sports health. Blue Cross Blue Shield EPO, Blue Cross Blue Shield Bronze, and Blue Cross Blue Shield HMO are among the insurance carriers that Dr. Martin takes.",1
"He has a long experience in teaching academic since 1997, where he worked as a demonstrator in Department of Science, Faculty of Education in the period from 1997 to 2001, and a lecturer from 2001 to 2012, then assistant professor from 2012 until now. Othman awarded a PhD degree in Department of Molecular Biology and Biotechnology at the University of Sheffield, United Kingdom. The research project of his study focused on investigation of the dual roles of two citric acid cycle enzymes, aconitase A and B, as both metabolic catalysts and RNA-binding proteins that mediate a novel oxidative-stress responding and rapidly reacting, post-transcriptional mechanism of regulating gene expression.",21,0,"She has a long experience in teaching academic since 1997, where she worked as a demonstrator in Department of Science, Faculty of Education in the period from 1997 to 2001, and a lecturer from 2001 to 2012, then assistant professor from 2012 until now. Othman awarded a PhD degree in Department of Molecular Biology and Biotechnology at the University of Sheffield, United Kingdom. The research project of her study focused on investigation of the dual roles of two citric acid cycle enzymes, aconitase A and B, as both metabolic catalysts and RNA-binding proteins that mediate a novel oxidative-stress responding and rapidly reacting, post-transcriptional mechanism of regulating gene expression.",1
"Her Groups Process and Social Interactions Lab examines individual and situational factors affecting attention, decision-making, and behavior in intergroup interactions. She earned her Ph.D. at Stanford University.",21,1,"His Groups Process and Social Interactions Lab examines individual and situational factors affecting attention, decision-making, and behavior in intergroup interactions. He earned his Ph.D. at Stanford University.",1
"He studies international relations, with a focus on international security. He is the author of two books, The Economics of War (McGraw Hill-Irwin, 2006), which was translated into French, Japanese, and Chinese, and Organizing Democracy (University of Chicago Press, forthcoming), which will be published as part of the Chicago Series on International and Domestic Institutions. He has authored or co-authored academic papers in journals such as International Organization, World Politics, Political Analysis, the American Journal of Political Science, and the Journal of Conflict Resolution. His research has been funded by the National Science Foundation and featured in various news outlets, including The New York Times, Bloomberg, and Washington Post.",21,0,"She studies international relations, with a focus on international security. She is the author of two books, The Economics of War (McGraw Hill-Irwin, 2006), which was translated into French, Japanese, and Chinese, and Organizing Democracy (University of Chicago Press, forthcoming), which will be published as part of the Chicago Series on International and Domestic Institutions. She has authored or co-authored academic papers in journals such as International Organization, World Politics, Political Analysis, the American Journal of Political Science, and the Journal of Conflict Resolution. Her research has been funded by the National Science Foundation and featured in various news outlets, including The New York Times, Bloomberg, and Washington Post.",1
"She is an extraordinary representative of a strong female Entrepreneur who didn’t come from success, but created it all herself! This has given her the knowledge on how to teach sprouting entrepreneurs to do the same, to discover their own personal success and in a way that is wholesome and empowering. Sherry’s technique is business savvy married with wisdom, and infused with an infectious comedic edge!",26,1,"He is an extraordinary representative of a strong male Entrepreneur who didn’t come from success, but created it all himself! This has given him the knowledge on how to teach sprouting entrepreneurs to do the same, to discover their own personal success and in a way that is wholesome and empowering. Sherry’s technique is business savvy married with wisdom, and infused with an infectious comedic edge!",1
"She also serves on the graduate faculties of Maternal and Child Health, Nutrition Science, and Pediatrics at the University of Minnesota. Jamie is the Director of the Leadership Education and Training Program in Maternal and Child Health Nutrition and the Maternal and Child Health Center for Excellence; both of these training centers are funded by the Health Resources and Services Administration, Maternal and Child Health Bureau. Dr Stang is very committed to increasing diversity among nutrition professionals; she currently serves on the University of Minnesota Diversity and Equity Advisory Leadership Team as well as the Program in Health Disparities Research, and is a member of the Seeds of Native Health national program planning committee.",21,1,"He also serves on the graduate faculties of Maternal and Child Health, Nutrition Science, and Pediatrics at the University of Minnesota. Jamie is the Director of the Leadership Education and Training Program in Maternal and Child Health Nutrition and the Maternal and Child Health Center for Excellence; both of these training centers are funded by the Health Resources and Services Administration, Maternal and Child Health Bureau. Dr Stang is very committed to increasing diversity among nutrition professionals; he currently serves on the University of Minnesota Diversity and Equity Advisory Leadership Team as well as the Program in Health Disparities Research, and is a member of the Seeds of Native Health national program planning committee.",1
